,Entity,Day,daily_vaccinations
0,Alabama,2021-01-13,5906
1,Alabama,2021-01-14,7083
2,Alabama,2021-01-15,7478
3,Alabama,2021-01-16,7498
4,Alabama,2021-01-17,7509
5,Alabama,2021-01-18,7517
6,Alabama,2021-01-19,7523
7,Alabama,2021-01-20,7880
8,Alabama,2021-01-21,10517
9,Alabama,2021-01-22,14107
10,Alabama,2021-01-23,16202
11,Alabama,2021-01-24,18294
12,Alabama,2021-01-25,18196
13,Alabama,2021-01-26,17738
14,Alabama,2021-01-27,18178
15,Alabama,2021-01-28,16153
16,Alabama,2021-01-29,14514
17,Alabama,2021-01-30,17271
18,Alabama,2021-01-31,15748
19,Alabama,2021-02-01,15381
20,Alabama,2021-02-02,16703
21,Alabama,2021-02-03,17414
22,Alabama,2021-02-04,18491
23,Alabama,2021-02-05,18526
24,Alabama,2021-02-06,16105
25,Alabama,2021-02-07,15480
26,Alabama,2021-02-08,15622
27,Alabama,2021-02-09,17012
28,Alabama,2021-02-10,18209
29,Alabama,2021-02-11,19258
30,Alabama,2021-02-12,20074
31,Alabama,2021-02-13,20855
32,Alabama,2021-02-14,21417
33,Alabama,2021-02-15,22405
34,Alabama,2021-02-16,20816
35,Alabama,2021-02-17,19174
36,Alabama,2021-02-18,18400
37,Alabama,2021-02-19,24002
38,Alabama,2021-02-20,25111
39,Alabama,2021-02-21,25194
40,Alabama,2021-02-22,24164
41,Alabama,2021-02-23,25489
42,Alabama,2021-02-24,27098
43,Alabama,2021-02-25,27531
44,Alabama,2021-02-26,22104
45,Alabama,2021-02-27,22022
46,Alabama,2021-02-28,21984
47,Alabama,2021-03-01,22111
48,Alabama,2021-03-02,22436
49,Alabama,2021-03-03,22904
50,Alabama,2021-03-04,23916
51,Alabama,2021-03-05,24388
52,Alabama,2021-03-06,24087
53,Alabama,2021-03-07,23947
54,Alabama,2021-03-08,24040
55,Alabama,2021-03-09,24118
56,Alabama,2021-03-10,24827
57,Alabama,2021-03-11,25376
58,Alabama,2021-03-12,26375
59,Alabama,2021-03-13,26935
60,Alabama,2021-03-14,26926
61,Alabama,2021-03-15,27106
62,Alabama,2021-03-16,27331
63,Alabama,2021-03-17,27167
64,Alabama,2021-03-18,25752
65,Alabama,2021-03-19,25356
66,Alabama,2021-03-20,24649
67,Alabama,2021-03-21,24865
68,Alabama,2021-03-22,24693
69,Alabama,2021-03-23,25307
70,Alabama,2021-03-24,25490
71,Alabama,2021-03-25,27004
72,Alabama,2021-03-26,26387
73,Alabama,2021-03-27,26439
74,Alabama,2021-03-28,26634
75,Alabama,2021-03-29,26759
76,Alabama,2021-03-30,26885
77,Alabama,2021-03-31,26617
78,Alabama,2021-04-01,27555
79,Alabama,2021-04-02,28865
80,Alabama,2021-04-03,28769
81,Alabama,2021-04-04,28533
82,Alabama,2021-04-05,28325
83,Alabama,2021-04-06,28468
84,Alabama,2021-04-07,29498
85,Alabama,2021-04-08,29195
86,Alabama,2021-04-09,29696
87,Alabama,2021-04-10,31155
88,Alabama,2021-04-11,31967
89,Alabama,2021-04-12,32519
90,Alabama,2021-04-13,32914
91,Alabama,2021-04-14,33381
92,Alabama,2021-04-15,33007
93,Alabama,2021-04-16,32034
94,Alabama,2021-04-17,30766
95,Alabama,2021-04-18,29953
96,Alabama,2021-04-19,29296
97,Alabama,2021-04-20,28635
98,Alabama,2021-04-21,27377
99,Alabama,2021-04-22,26702
100,Alabama,2021-04-23,26294
101,Alabama,2021-04-24,25832
102,Alabama,2021-04-25,25590
103,Alabama,2021-04-26,25809
104,Alabama,2021-04-27,24561
105,Alabama,2021-04-28,23898
106,Alabama,2021-04-29,23662
107,Alabama,2021-04-30,23076
108,Alabama,2021-05-01,22271
109,Alabama,2021-05-02,21615
110,Alabama,2021-05-03,21299
111,Alabama,2021-05-04,20711
112,Alabama,2021-05-05,20444
113,Alabama,2021-05-06,16178
114,Alabama,2021-05-07,19313
115,Alabama,2021-05-08,20088
116,Alabama,2021-05-09,20784
117,Alabama,2021-05-10,20899
118,Alabama,2021-05-11,18461
119,Alabama,2021-05-12,17244
120,Alabama,2021-05-13,22667
121,Alabama,2021-05-14,19034
122,Alabama,2021-05-15,17613
123,Alabama,2021-05-16,16843
124,Alabama,2021-05-17,16077
125,Alabama,2021-05-18,18807
126,Alabama,2021-05-19,16353
127,Alabama,2021-05-20,15330
128,Alabama,2021-05-21,12271
129,Alabama,2021-05-22,11621
130,Alabama,2021-05-23,13689
131,Alabama,2021-05-24,13704
132,Alabama,2021-05-25,12970
133,Alabama,2021-05-26,13786
134,Alabama,2021-05-27,9747
135,Alabama,2021-05-28,10188
136,Alabama,2021-05-29,8268
137,Alabama,2021-05-30,5646
138,Alabama,2021-05-31,5683
139,Alabama,2021-06-01,3704
140,Alabama,2021-06-02,3239
141,Alabama,2021-06-03,2615
142,Alabama,2021-06-04,2280
143,Alabama,2021-06-05,1770
144,Alabama,2021-06-06,1943
145,Alabama,2021-06-07,2079
146,Alabama,2021-06-08,2080
147,Alabama,2021-06-09,2172
148,Alabama,2021-06-10,5508
149,Alabama,2021-06-11,6526
150,Alabama,2021-06-12,10318
151,Alabama,2021-06-13,11370
152,Alabama,2021-06-14,13099
153,Alabama,2021-06-15,13261
154,Alabama,2021-06-16,14474
155,Alabama,2021-06-17,27005
156,Alabama,2021-06-18,25126
157,Alabama,2021-06-19,24302
158,Alabama,2021-06-20,23935
159,Alabama,2021-06-21,22477
160,Alabama,2021-06-22,23099
161,Alabama,2021-06-23,22442
162,Alabama,2021-06-24,7919
163,Alabama,2021-06-25,7804
164,Alabama,2021-06-26,5983
165,Alaska,2021-01-13,2842
166,Alaska,2021-01-14,3379
167,Alaska,2021-01-15,4400
168,Alaska,2021-01-16,4381
169,Alaska,2021-01-17,4369
170,Alaska,2021-01-18,4362
171,Alaska,2021-01-19,4356
172,Alaska,2021-01-20,4230
173,Alaska,2021-01-21,4187
174,Alaska,2021-01-22,4580
175,Alaska,2021-01-23,4997
176,Alaska,2021-01-24,5225
177,Alaska,2021-01-25,5003
178,Alaska,2021-01-26,4545
179,Alaska,2021-01-27,4758
180,Alaska,2021-01-28,4850
181,Alaska,2021-01-29,4186
182,Alaska,2021-01-30,3846
183,Alaska,2021-01-31,3619
184,Alaska,2021-02-01,3570
185,Alaska,2021-02-02,3613
186,Alaska,2021-02-03,3453
187,Alaska,2021-02-04,3440
188,Alaska,2021-02-05,3372
189,Alaska,2021-02-06,3411
190,Alaska,2021-02-07,3785
191,Alaska,2021-02-08,4131
192,Alaska,2021-02-09,4204
193,Alaska,2021-02-10,4356
194,Alaska,2021-02-11,4620
195,Alaska,2021-02-12,4776
196,Alaska,2021-02-13,5142
197,Alaska,2021-02-14,5393
198,Alaska,2021-02-15,5212
199,Alaska,2021-02-16,5448
200,Alaska,2021-02-17,5337
201,Alaska,2021-02-18,5268
202,Alaska,2021-02-19,6970
203,Alaska,2021-02-20,7466
204,Alaska,2021-02-21,7330
205,Alaska,2021-02-22,7266
206,Alaska,2021-02-23,6988
207,Alaska,2021-02-24,7148
208,Alaska,2021-02-25,7201
209,Alaska,2021-02-26,5444
210,Alaska,2021-02-27,4591
211,Alaska,2021-02-28,4229
212,Alaska,2021-03-01,4304
213,Alaska,2021-03-02,4288
214,Alaska,2021-03-03,4243
215,Alaska,2021-03-04,3905
216,Alaska,2021-03-05,3876
217,Alaska,2021-03-06,4155
218,Alaska,2021-03-07,4329
219,Alaska,2021-03-08,4248
220,Alaska,2021-03-09,4678
221,Alaska,2021-03-10,4917
222,Alaska,2021-03-11,5211
223,Alaska,2021-03-12,5294
224,Alaska,2021-03-13,5092
225,Alaska,2021-03-14,5473
226,Alaska,2021-03-15,5571
227,Alaska,2021-03-16,5280
228,Alaska,2021-03-17,5460
229,Alaska,2021-03-18,5390
230,Alaska,2021-03-19,5361
231,Alaska,2021-03-20,5490
232,Alaska,2021-03-21,5583
233,Alaska,2021-03-22,5493
234,Alaska,2021-03-23,5273
235,Alaska,2021-03-24,4758
236,Alaska,2021-03-25,4773
237,Alaska,2021-03-26,4817
238,Alaska,2021-03-27,4707
239,Alaska,2021-03-28,4152
240,Alaska,2021-03-29,3956
241,Alaska,2021-03-30,3969
242,Alaska,2021-03-31,3991
243,Alaska,2021-04-01,3861
244,Alaska,2021-04-02,3702
245,Alaska,2021-04-03,3513
246,Alaska,2021-04-04,3865
247,Alaska,2021-04-05,4022
248,Alaska,2021-04-06,4050
249,Alaska,2021-04-07,4207
250,Alaska,2021-04-08,4537
251,Alaska,2021-04-09,4664
252,Alaska,2021-04-10,5069
253,Alaska,2021-04-11,4676
254,Alaska,2021-04-12,4831
255,Alaska,2021-04-13,9046
256,Alaska,2021-04-14,9009
257,Alaska,2021-04-15,8075
258,Alaska,2021-04-16,8075
259,Alaska,2021-04-17,7732
260,Alaska,2021-04-18,7745
261,Alaska,2021-04-19,7467
262,Alaska,2021-04-20,3288
263,Alaska,2021-04-21,3574
264,Alaska,2021-04-22,4331
265,Alaska,2021-04-23,4098
266,Alaska,2021-04-24,3874
267,Alaska,2021-04-25,3447
268,Alaska,2021-04-26,3292
269,Alaska,2021-04-27,3223
270,Alaska,2021-04-28,2645
271,Alaska,2021-04-29,2913
272,Alaska,2021-04-30,2749
273,Alaska,2021-05-01,3386
274,Alaska,2021-05-02,3259
275,Alaska,2021-05-03,3187
276,Alaska,2021-05-04,3084
277,Alaska,2021-05-05,3064
278,Alaska,2021-05-06,2358
279,Alaska,2021-05-07,2321
280,Alaska,2021-05-08,1523
281,Alaska,2021-05-09,1275
282,Alaska,2021-05-10,1757
283,Alaska,2021-05-11,1840
284,Alaska,2021-05-12,1800
285,Alaska,2021-05-13,1706
286,Alaska,2021-05-14,1677
287,Alaska,2021-05-15,1760
288,Alaska,2021-05-16,2194
289,Alaska,2021-05-17,1747
290,Alaska,2021-05-18,1705
291,Alaska,2021-05-19,1937
292,Alaska,2021-05-20,2027
293,Alaska,2021-05-21,2158
294,Alaska,2021-05-22,2115
295,Alaska,2021-05-23,2053
296,Alaska,2021-05-24,2080
297,Alaska,2021-05-25,2072
298,Alaska,2021-05-26,1855
299,Alaska,2021-05-27,1771
300,Alaska,2021-05-28,1723
301,Alaska,2021-05-29,1656
302,Alaska,2021-05-30,1501
303,Alaska,2021-05-31,1455
304,Alaska,2021-06-01,1456
305,Alaska,2021-06-02,1290
306,Alaska,2021-06-03,1310
307,Alaska,2021-06-04,1218
308,Alaska,2021-06-05,1224
309,Alaska,2021-06-06,1374
310,Alaska,2021-06-07,1540
311,Alaska,2021-06-08,1525
312,Alaska,2021-06-09,1520
313,Alaska,2021-06-10,1595
314,Alaska,2021-06-11,1578
315,Alaska,2021-06-12,1560
316,Alaska,2021-06-13,1390
317,Alaska,2021-06-14,1377
318,Alaska,2021-06-15,1443
319,Alaska,2021-06-16,1620
320,Alaska,2021-06-17,1471
321,Alaska,2021-06-18,1428
322,Alaska,2021-06-19,1337
323,Alaska,2021-06-20,1284
324,Alaska,2021-06-21,1236
325,Alaska,2021-06-22,1141
326,Alaska,2021-06-23,1033
327,Alaska,2021-06-24,1047
328,Alaska,2021-06-25,1039
329,Alaska,2021-06-26,1460
330,American Samoa,2021-01-13,453
331,American Samoa,2021-01-14,424
332,American Samoa,2021-01-15,586
333,American Samoa,2021-01-16,494
334,American Samoa,2021-01-17,439
335,American Samoa,2021-01-18,402
336,American Samoa,2021-01-19,376
337,American Samoa,2021-01-20,391
338,American Samoa,2021-01-21,385
339,American Samoa,2021-01-22,384
340,American Samoa,2021-01-23,390
341,American Samoa,2021-01-24,532
342,American Samoa,2021-01-25,501
343,American Samoa,2021-01-26,508
344,American Samoa,2021-01-27,539
345,American Samoa,2021-01-28,489
346,American Samoa,2021-01-29,479
347,American Samoa,2021-01-30,442
348,American Samoa,2021-01-31,268
349,American Samoa,2021-02-01,388
350,American Samoa,2021-02-02,349
351,American Samoa,2021-02-03,283
352,American Samoa,2021-02-04,310
353,American Samoa,2021-02-05,301
354,American Samoa,2021-02-06,333
355,American Samoa,2021-02-07,333
356,American Samoa,2021-02-08,214
357,American Samoa,2021-02-09,274
358,American Samoa,2021-02-10,322
359,American Samoa,2021-02-11,322
360,American Samoa,2021-02-12,429
361,American Samoa,2021-02-13,446
362,American Samoa,2021-02-14,446
363,American Samoa,2021-02-15,498
364,American Samoa,2021-02-16,490
365,American Samoa,2021-02-17,422
366,American Samoa,2021-02-18,394
367,American Samoa,2021-02-19,177
368,American Samoa,2021-02-20,337
369,American Samoa,2021-02-21,485
370,American Samoa,2021-02-22,439
371,American Samoa,2021-02-23,387
372,American Samoa,2021-02-24,496
373,American Samoa,2021-02-25,496
374,American Samoa,2021-02-26,581
375,American Samoa,2021-02-27,371
376,American Samoa,2021-02-28,223
377,American Samoa,2021-03-01,217
378,American Samoa,2021-03-02,323
379,American Samoa,2021-03-03,191
380,American Samoa,2021-03-04,269
381,American Samoa,2021-03-05,184
382,American Samoa,2021-03-06,184
383,American Samoa,2021-03-07,184
384,American Samoa,2021-03-08,184
385,American Samoa,2021-03-09,78
386,American Samoa,2021-03-10,374
387,American Samoa,2021-03-11,296
388,American Samoa,2021-03-12,296
389,American Samoa,2021-03-13,296
390,American Samoa,2021-03-14,296
391,American Samoa,2021-03-15,382
392,American Samoa,2021-03-16,382
393,American Samoa,2021-03-17,86
394,American Samoa,2021-03-18,86
395,American Samoa,2021-03-19,86
396,American Samoa,2021-03-20,86
397,American Samoa,2021-03-21,86
398,American Samoa,2021-03-22,388
399,American Samoa,2021-03-23,423
400,American Samoa,2021-03-24,505
401,American Samoa,2021-03-25,509
402,American Samoa,2021-03-26,600
403,American Samoa,2021-03-27,604
404,American Samoa,2021-03-28,604
405,American Samoa,2021-03-29,216
406,American Samoa,2021-03-30,259
407,American Samoa,2021-03-31,476
408,American Samoa,2021-04-01,472
409,American Samoa,2021-04-02,465
410,American Samoa,2021-04-03,462
411,American Samoa,2021-04-04,464
412,American Samoa,2021-04-05,464
413,American Samoa,2021-04-06,385
414,American Samoa,2021-04-07,241
415,American Samoa,2021-04-08,248
416,American Samoa,2021-04-09,255
417,American Samoa,2021-04-10,255
418,American Samoa,2021-04-11,341
419,American Samoa,2021-04-12,341
420,American Samoa,2021-04-13,341
421,American Samoa,2021-04-14,276
422,American Samoa,2021-04-15,269
423,American Samoa,2021-04-16,347
424,American Samoa,2021-04-17,347
425,American Samoa,2021-04-18,258
426,American Samoa,2021-04-19,258
427,American Samoa,2021-04-20,258
428,American Samoa,2021-04-21,187
429,American Samoa,2021-04-22,187
430,American Samoa,2021-04-23,180
431,American Samoa,2021-04-24,180
432,American Samoa,2021-04-25,231
433,American Samoa,2021-04-26,231
434,American Samoa,2021-04-27,262
435,American Samoa,2021-04-28,245
436,American Samoa,2021-04-29,321
437,American Samoa,2021-04-30,216
438,American Samoa,2021-05-01,216
439,American Samoa,2021-05-02,165
440,American Samoa,2021-05-03,165
441,American Samoa,2021-05-04,188
442,American Samoa,2021-05-05,209
443,American Samoa,2021-05-06,133
444,American Samoa,2021-05-07,132
445,American Samoa,2021-05-08,132
446,American Samoa,2021-05-09,132
447,American Samoa,2021-05-10,132
448,American Samoa,2021-05-11,77
449,American Samoa,2021-05-12,57
450,American Samoa,2021-05-13,118
451,American Samoa,2021-05-14,61
452,American Samoa,2021-05-15,123
453,American Samoa,2021-05-16,123
454,American Samoa,2021-05-17,123
455,American Samoa,2021-05-18,123
456,American Samoa,2021-05-19,256
457,American Samoa,2021-05-20,196
458,American Samoa,2021-05-21,259
459,American Samoa,2021-05-22,197
460,American Samoa,2021-05-23,197
461,American Samoa,2021-05-24,197
462,American Samoa,2021-05-25,197
463,American Samoa,2021-05-26,64
464,American Samoa,2021-05-27,150
465,American Samoa,2021-05-28,86
466,American Samoa,2021-05-29,86
467,American Samoa,2021-05-30,86
468,American Samoa,2021-05-31,86
469,American Samoa,2021-06-01,86
470,American Samoa,2021-06-02,164
471,American Samoa,2021-06-03,77
472,American Samoa,2021-06-04,77
473,American Samoa,2021-06-05,127
474,American Samoa,2021-06-06,127
475,American Samoa,2021-06-07,127
476,American Samoa,2021-06-08,127
477,American Samoa,2021-06-09,50
478,American Samoa,2021-06-10,50
479,American Samoa,2021-06-11,94
480,American Samoa,2021-06-12,44
481,American Samoa,2021-06-13,88
482,American Samoa,2021-06-14,88
483,American Samoa,2021-06-15,141
484,American Samoa,2021-06-16,178
485,American Samoa,2021-06-17,178
486,American Samoa,2021-06-18,188
487,American Samoa,2021-06-19,188
488,American Samoa,2021-06-20,144
489,American Samoa,2021-06-21,144
490,American Samoa,2021-06-22,136
491,American Samoa,2021-06-23,98
492,American Samoa,2021-06-24,158
493,American Samoa,2021-06-25,146
494,American Samoa,2021-06-26,154
495,Arizona,2021-01-13,13390
496,Arizona,2021-01-14,16155
497,Arizona,2021-01-15,18577
498,Arizona,2021-01-16,18257
499,Arizona,2021-01-17,18065
500,Arizona,2021-01-18,17937
501,Arizona,2021-01-19,17846
502,Arizona,2021-01-20,18163
503,Arizona,2021-01-21,18605
504,Arizona,2021-01-22,18895
505,Arizona,2021-01-23,20939
506,Arizona,2021-01-24,22706
507,Arizona,2021-01-25,23526
508,Arizona,2021-01-26,23517
509,Arizona,2021-01-27,25196
510,Arizona,2021-01-28,26179
511,Arizona,2021-01-29,27393
512,Arizona,2021-01-30,28059
513,Arizona,2021-01-31,29069
514,Arizona,2021-02-01,29564
515,Arizona,2021-02-02,28681
516,Arizona,2021-02-03,28255
517,Arizona,2021-02-04,28424
518,Arizona,2021-02-05,28337
519,Arizona,2021-02-06,29917
520,Arizona,2021-02-07,30732
521,Arizona,2021-02-08,31487
522,Arizona,2021-02-09,33164
523,Arizona,2021-02-10,34531
524,Arizona,2021-02-11,36494
525,Arizona,2021-02-12,38691
526,Arizona,2021-02-13,39176
527,Arizona,2021-02-14,39989
528,Arizona,2021-02-15,40122
529,Arizona,2021-02-16,41539
530,Arizona,2021-02-17,38163
531,Arizona,2021-02-18,37314
532,Arizona,2021-02-19,55158
533,Arizona,2021-02-20,54896
534,Arizona,2021-02-21,54360
535,Arizona,2021-02-22,54958
536,Arizona,2021-02-23,53030
537,Arizona,2021-02-24,55863
538,Arizona,2021-02-25,57825
539,Arizona,2021-02-26,42127
540,Arizona,2021-02-27,43278
541,Arizona,2021-02-28,46110
542,Arizona,2021-03-01,48955
543,Arizona,2021-03-02,51993
544,Arizona,2021-03-03,53580
545,Arizona,2021-03-04,53198
546,Arizona,2021-03-05,52476
547,Arizona,2021-03-06,45071
548,Arizona,2021-03-07,52879
549,Arizona,2021-03-08,52280
550,Arizona,2021-03-09,50873
551,Arizona,2021-03-10,51794
552,Arizona,2021-03-11,52921
553,Arizona,2021-03-12,54235
554,Arizona,2021-03-13,62981
555,Arizona,2021-03-14,56433
556,Arizona,2021-03-15,55772
557,Arizona,2021-03-16,58490
558,Arizona,2021-03-17,57709
559,Arizona,2021-03-18,57866
560,Arizona,2021-03-19,48949
561,Arizona,2021-03-20,48762
562,Arizona,2021-03-21,47913
563,Arizona,2021-03-22,48184
564,Arizona,2021-03-23,45042
565,Arizona,2021-03-24,44646
566,Arizona,2021-03-25,50166
567,Arizona,2021-03-26,58308
568,Arizona,2021-03-27,59086
569,Arizona,2021-03-28,59378
570,Arizona,2021-03-29,60022
571,Arizona,2021-03-30,61260
572,Arizona,2021-03-31,63074
573,Arizona,2021-04-01,57997
574,Arizona,2021-04-02,58912
575,Arizona,2021-04-03,59149
576,Arizona,2021-04-04,58794
577,Arizona,2021-04-05,58482
578,Arizona,2021-04-06,58525
579,Arizona,2021-04-07,57644
580,Arizona,2021-04-08,55514
581,Arizona,2021-04-09,56308
582,Arizona,2021-04-10,57204
583,Arizona,2021-04-11,57826
584,Arizona,2021-04-12,56643
585,Arizona,2021-04-13,56417
586,Arizona,2021-04-14,56531
587,Arizona,2021-04-15,57918
588,Arizona,2021-04-16,55841
589,Arizona,2021-04-17,55226
590,Arizona,2021-04-18,54391
591,Arizona,2021-04-19,54470
592,Arizona,2021-04-20,53921
593,Arizona,2021-04-21,54448
594,Arizona,2021-04-22,54571
595,Arizona,2021-04-23,54802
596,Arizona,2021-04-24,53506
597,Arizona,2021-04-25,52397
598,Arizona,2021-04-26,51720
599,Arizona,2021-04-27,51362
600,Arizona,2021-04-28,49861
601,Arizona,2021-04-29,47964
602,Arizona,2021-04-30,45756
603,Arizona,2021-05-01,44097
604,Arizona,2021-05-02,41448
605,Arizona,2021-05-03,37787
606,Arizona,2021-05-04,36127
607,Arizona,2021-05-05,33654
608,Arizona,2021-05-06,33626
609,Arizona,2021-05-07,32954
610,Arizona,2021-05-08,30521
611,Arizona,2021-05-09,29993
612,Arizona,2021-05-10,33564
613,Arizona,2021-05-11,36667
614,Arizona,2021-05-12,36376
615,Arizona,2021-05-13,33915
616,Arizona,2021-05-14,31473
617,Arizona,2021-05-15,31519
618,Arizona,2021-05-16,32248
619,Arizona,2021-05-17,29486
620,Arizona,2021-05-18,26387
621,Arizona,2021-05-19,27498
622,Arizona,2021-05-20,27137
623,Arizona,2021-05-21,28112
624,Arizona,2021-05-22,29454
625,Arizona,2021-05-23,28973
626,Arizona,2021-05-24,30154
627,Arizona,2021-05-25,29402
628,Arizona,2021-05-26,27544
629,Arizona,2021-05-27,27473
630,Arizona,2021-05-28,26859
631,Arizona,2021-05-29,23578
632,Arizona,2021-05-30,21616
633,Arizona,2021-05-31,19337
634,Arizona,2021-06-01,19372
635,Arizona,2021-06-02,18166
636,Arizona,2021-06-03,16809
637,Arizona,2021-06-04,15677
638,Arizona,2021-06-05,16261
639,Arizona,2021-06-06,16416
640,Arizona,2021-06-07,17993
641,Arizona,2021-06-08,18234
642,Arizona,2021-06-09,19754
643,Arizona,2021-06-10,17986
644,Arizona,2021-06-11,19185
645,Arizona,2021-06-12,19993
646,Arizona,2021-06-13,19284
647,Arizona,2021-06-14,18670
648,Arizona,2021-06-15,18926
649,Arizona,2021-06-16,16444
650,Arizona,2021-06-17,24257
651,Arizona,2021-06-18,22986
652,Arizona,2021-06-19,21193
653,Arizona,2021-06-20,20684
654,Arizona,2021-06-21,18092
655,Arizona,2021-06-22,19103
656,Arizona,2021-06-23,20586
657,Arizona,2021-06-24,14588
658,Arizona,2021-06-25,14178
659,Arizona,2021-06-26,13755
660,Arkansas,2021-01-13,53975
661,Arkansas,2021-01-14,33718
662,Arkansas,2021-01-15,25820
663,Arkansas,2021-01-16,20865
664,Arkansas,2021-01-17,17892
665,Arkansas,2021-01-18,15910
666,Arkansas,2021-01-19,14494
667,Arkansas,2021-01-20,11208
668,Arkansas,2021-01-21,9285
669,Arkansas,2021-01-22,11905
670,Arkansas,2021-01-23,11048
671,Arkansas,2021-01-24,11986
672,Arkansas,2021-01-25,12108
673,Arkansas,2021-01-26,13422
674,Arkansas,2021-01-27,11359
675,Arkansas,2021-01-28,11359
676,Arkansas,2021-01-29,9760
677,Arkansas,2021-01-30,12425
678,Arkansas,2021-01-31,12793
679,Arkansas,2021-02-01,12876
680,Arkansas,2021-02-02,11169
681,Arkansas,2021-02-03,9946
682,Arkansas,2021-02-04,12200
683,Arkansas,2021-02-05,11597
684,Arkansas,2021-02-06,12289
685,Arkansas,2021-02-07,12807
686,Arkansas,2021-02-08,12919
687,Arkansas,2021-02-09,12808
688,Arkansas,2021-02-10,13658
689,Arkansas,2021-02-11,13225
690,Arkansas,2021-02-12,13710
691,Arkansas,2021-02-13,11816
692,Arkansas,2021-02-14,11299
693,Arkansas,2021-02-15,10903
694,Arkansas,2021-02-16,11330
695,Arkansas,2021-02-17,9842
696,Arkansas,2021-02-18,8562
697,Arkansas,2021-02-19,10018
698,Arkansas,2021-02-20,9074
699,Arkansas,2021-02-21,7990
700,Arkansas,2021-02-22,8204
701,Arkansas,2021-02-23,8108
702,Arkansas,2021-02-24,9645
703,Arkansas,2021-02-25,11688
704,Arkansas,2021-02-26,11531
705,Arkansas,2021-02-27,14537
706,Arkansas,2021-02-28,17263
707,Arkansas,2021-03-01,18023
708,Arkansas,2021-03-02,18660
709,Arkansas,2021-03-03,18995
710,Arkansas,2021-03-04,18831
711,Arkansas,2021-03-05,17967
712,Arkansas,2021-03-06,17353
713,Arkansas,2021-03-07,16564
714,Arkansas,2021-03-08,15969
715,Arkansas,2021-03-09,15991
716,Arkansas,2021-03-10,15964
717,Arkansas,2021-03-11,13675
718,Arkansas,2021-03-12,16122
719,Arkansas,2021-03-13,19784
720,Arkansas,2021-03-14,16767
721,Arkansas,2021-03-15,17033
722,Arkansas,2021-03-16,16330
723,Arkansas,2021-03-17,16211
724,Arkansas,2021-03-18,18539
725,Arkansas,2021-03-19,16616
726,Arkansas,2021-03-20,13192
727,Arkansas,2021-03-21,16694
728,Arkansas,2021-03-22,16570
729,Arkansas,2021-03-23,16479
730,Arkansas,2021-03-24,17120
731,Arkansas,2021-03-25,18064
732,Arkansas,2021-03-26,19037
733,Arkansas,2021-03-27,19925
734,Arkansas,2021-03-28,20629
735,Arkansas,2021-03-29,20738
736,Arkansas,2021-03-30,20956
737,Arkansas,2021-03-31,21542
738,Arkansas,2021-04-01,21951
739,Arkansas,2021-04-02,22557
740,Arkansas,2021-04-03,27298
741,Arkansas,2021-04-04,23274
742,Arkansas,2021-04-05,23189
743,Arkansas,2021-04-06,23719
744,Arkansas,2021-04-07,23990
745,Arkansas,2021-04-08,24232
746,Arkansas,2021-04-09,23095
747,Arkansas,2021-04-10,19233
748,Arkansas,2021-04-11,23211
749,Arkansas,2021-04-12,23244
750,Arkansas,2021-04-13,22724
751,Arkansas,2021-04-14,22439
752,Arkansas,2021-04-15,22221
753,Arkansas,2021-04-16,22285
754,Arkansas,2021-04-17,20800
755,Arkansas,2021-04-18,20359
756,Arkansas,2021-04-19,19942
757,Arkansas,2021-04-20,20109
758,Arkansas,2021-04-21,19587
759,Arkansas,2021-04-22,18842
760,Arkansas,2021-04-23,18072
761,Arkansas,2021-04-24,17377
762,Arkansas,2021-04-25,16135
763,Arkansas,2021-04-26,16576
764,Arkansas,2021-04-27,16081
765,Arkansas,2021-04-28,15427
766,Arkansas,2021-04-29,15008
767,Arkansas,2021-04-30,14151
768,Arkansas,2021-05-01,13769
769,Arkansas,2021-05-02,14201
770,Arkansas,2021-05-03,13644
771,Arkansas,2021-05-04,13845
772,Arkansas,2021-05-05,13162
773,Arkansas,2021-05-06,12634
774,Arkansas,2021-05-07,12152
775,Arkansas,2021-05-08,11696
776,Arkansas,2021-05-09,10835
777,Arkansas,2021-05-10,10766
778,Arkansas,2021-05-11,10776
779,Arkansas,2021-05-12,10532
780,Arkansas,2021-05-13,9737
781,Arkansas,2021-05-14,9520
782,Arkansas,2021-05-15,9848
783,Arkansas,2021-05-16,9549
784,Arkansas,2021-05-17,9301
785,Arkansas,2021-05-18,9089
786,Arkansas,2021-05-19,8822
787,Arkansas,2021-05-20,8921
788,Arkansas,2021-05-21,9128
789,Arkansas,2021-05-22,8748
790,Arkansas,2021-05-23,8347
791,Arkansas,2021-05-24,8487
792,Arkansas,2021-05-25,8383
793,Arkansas,2021-05-26,8692
794,Arkansas,2021-05-27,8519
795,Arkansas,2021-05-28,7998
796,Arkansas,2021-05-29,7613
797,Arkansas,2021-05-30,7424
798,Arkansas,2021-05-31,7066
799,Arkansas,2021-06-01,7012
800,Arkansas,2021-06-02,5888
801,Arkansas,2021-06-03,5484
802,Arkansas,2021-06-04,5253
803,Arkansas,2021-06-05,4938
804,Arkansas,2021-06-06,4851
805,Arkansas,2021-06-07,4582
806,Arkansas,2021-06-08,5122
807,Arkansas,2021-06-09,5768
808,Arkansas,2021-06-10,5924
809,Arkansas,2021-06-11,4996
810,Arkansas,2021-06-12,4772
811,Arkansas,2021-06-13,4672
812,Arkansas,2021-06-14,5753
