,Entity,Day,daily_vaccinations
8451,South Carolina,2021-02-18,21374
8452,South Carolina,2021-02-19,28383
8453,South Carolina,2021-02-20,29276
8454,South Carolina,2021-02-21,29498
8455,South Carolina,2021-02-22,30180
8456,South Carolina,2021-02-23,28951
8457,South Carolina,2021-02-24,31183
8458,South Carolina,2021-02-25,31394
8459,South Carolina,2021-02-26,25323
8460,South Carolina,2021-02-27,25456
8461,South Carolina,2021-02-28,25126
8462,South Carolina,2021-03-01,26318
8463,South Carolina,2021-03-02,25988
8464,South Carolina,2021-03-03,25214
8465,South Carolina,2021-03-04,29268
8466,South Carolina,2021-03-05,29580
8467,South Carolina,2021-03-06,32372
8468,South Carolina,2021-03-07,37254
8469,South Carolina,2021-03-08,37671
8470,South Carolina,2021-03-09,39188
8471,South Carolina,2021-03-10,38974
8472,South Carolina,2021-03-11,36988
8473,South Carolina,2021-03-12,37286
8474,South Carolina,2021-03-13,42704
8475,South Carolina,2021-03-14,33739
8476,South Carolina,2021-03-15,34049
8477,South Carolina,2021-03-16,32823
8478,South Carolina,2021-03-17,32287
8479,South Carolina,2021-03-18,32077
8480,South Carolina,2021-03-19,32890
8481,South Carolina,2021-03-20,23144
8482,South Carolina,2021-03-21,29971
8483,South Carolina,2021-03-22,30873
8484,South Carolina,2021-03-23,31570
8485,South Carolina,2021-03-24,34354
8486,South Carolina,2021-03-25,34308
8487,South Carolina,2021-03-26,35166
8488,South Carolina,2021-03-27,38867
8489,South Carolina,2021-03-28,39026
8490,South Carolina,2021-03-29,39172
8491,South Carolina,2021-03-30,39475
8492,South Carolina,2021-03-31,37281
8493,South Carolina,2021-04-01,37873
8494,South Carolina,2021-04-02,39066
8495,South Carolina,2021-04-03,32412
8496,South Carolina,2021-04-04,34131
8497,South Carolina,2021-04-05,31363
8498,South Carolina,2021-04-06,31075
8499,South Carolina,2021-04-07,33071
8500,South Carolina,2021-04-08,42821
8501,South Carolina,2021-04-09,42327
8502,South Carolina,2021-04-10,49565
8503,South Carolina,2021-04-11,49757
8504,South Carolina,2021-04-12,52247
8505,South Carolina,2021-04-13,52256
8506,South Carolina,2021-04-14,50404
8507,South Carolina,2021-04-15,40594
8508,South Carolina,2021-04-16,40023
8509,South Carolina,2021-04-17,39252
8510,South Carolina,2021-04-18,36420
8511,South Carolina,2021-04-19,36181
8512,South Carolina,2021-04-20,36471
8513,South Carolina,2021-04-21,35666
8514,South Carolina,2021-04-22,30060
8515,South Carolina,2021-04-23,28852
8516,South Carolina,2021-04-24,27458
8517,South Carolina,2021-04-25,26557
8518,South Carolina,2021-04-26,23346
8519,South Carolina,2021-04-27,28593
8520,South Carolina,2021-04-28,28360
8521,South Carolina,2021-04-29,31861
8522,South Carolina,2021-04-30,31444
8523,South Carolina,2021-05-01,30717
8524,South Carolina,2021-05-02,29209
8525,South Carolina,2021-05-03,29125
8526,South Carolina,2021-05-04,21975
8527,South Carolina,2021-05-05,20895
8528,South Carolina,2021-05-06,21308
8529,South Carolina,2021-05-07,21131
8530,South Carolina,2021-05-08,20035
8531,South Carolina,2021-05-09,20030
8532,South Carolina,2021-05-10,21294
8533,South Carolina,2021-05-11,22963
8534,South Carolina,2021-05-12,23035
8535,South Carolina,2021-05-13,21407
8536,South Carolina,2021-05-14,19040
8537,South Carolina,2021-05-15,18506
8538,South Carolina,2021-05-16,18049
8539,South Carolina,2021-05-17,16574
8540,South Carolina,2021-05-18,16030
8541,South Carolina,2021-05-19,15364
8542,South Carolina,2021-05-20,15914
8543,South Carolina,2021-05-21,16402
8544,South Carolina,2021-05-22,17172
8545,South Carolina,2021-05-23,16199
8546,South Carolina,2021-05-24,15968
8547,South Carolina,2021-05-25,15290
8548,South Carolina,2021-05-26,15400
8549,South Carolina,2021-05-27,14911
8550,South Carolina,2021-05-28,14346
8551,South Carolina,2021-05-29,12758
8552,South Carolina,2021-05-30,12495
8553,South Carolina,2021-05-31,11676
8554,South Carolina,2021-06-01,11964
8555,South Carolina,2021-06-02,11540
8556,South Carolina,2021-06-03,10115
8557,South Carolina,2021-06-04,12480
8558,South Carolina,2021-06-05,12589
8559,South Carolina,2021-06-06,12512
8560,South Carolina,2021-06-07,13168
8561,South Carolina,2021-06-08,13879
8562,South Carolina,2021-06-09,14274
8563,South Carolina,2021-06-10,15133
8564,South Carolina,2021-06-11,10682
8565,South Carolina,2021-06-12,11194
8566,South Carolina,2021-06-13,12645
8567,South Carolina,2021-06-14,12656
8568,South Carolina,2021-06-15,12490
8569,South Carolina,2021-06-16,13295
8570,South Carolina,2021-06-17,13427
8571,South Carolina,2021-06-18,15003
8572,South Carolina,2021-06-19,14077
8573,South Carolina,2021-06-20,12152
8574,South Carolina,2021-06-21,12112
8575,South Carolina,2021-06-22,11235
8576,South Carolina,2021-06-23,16270
8577,South Carolina,2021-06-24,15568
8578,South Carolina,2021-06-25,15442
8579,South Carolina,2021-06-26,15393
8580,South Dakota,2021-01-13,2014
8581,South Dakota,2021-01-14,2793
8582,South Dakota,2021-01-15,2802
8583,South Dakota,2021-01-16,2352
8584,South Dakota,2021-01-17,2082
8585,South Dakota,2021-01-18,1902
8586,South Dakota,2021-01-19,1774
8587,South Dakota,2021-01-20,1687
8588,South Dakota,2021-01-21,1585
8589,South Dakota,2021-01-22,1934
8590,South Dakota,2021-01-23,2728
8591,South Dakota,2021-01-24,3048
8592,South Dakota,2021-01-25,3200
8593,South Dakota,2021-01-26,3101
8594,South Dakota,2021-01-27,3495
8595,South Dakota,2021-01-28,3771
8596,South Dakota,2021-01-29,3798
8597,South Dakota,2021-01-30,3664
8598,South Dakota,2021-01-31,3646
8599,South Dakota,2021-02-01,3596
8600,South Dakota,2021-02-02,3597
8601,South Dakota,2021-02-03,3426
8602,South Dakota,2021-02-04,3414
8603,South Dakota,2021-02-05,3480
8604,South Dakota,2021-02-06,3535
8605,South Dakota,2021-02-07,3640
8606,South Dakota,2021-02-08,3626
8607,South Dakota,2021-02-09,3604
8608,South Dakota,2021-02-10,3639
8609,South Dakota,2021-02-11,3722
8610,South Dakota,2021-02-12,3868
8611,South Dakota,2021-02-13,3919
8612,South Dakota,2021-02-14,4112
8613,South Dakota,2021-02-15,4069
8614,South Dakota,2021-02-16,4236
8615,South Dakota,2021-02-17,4204
8616,South Dakota,2021-02-18,4206
8617,South Dakota,2021-02-19,9933
8618,South Dakota,2021-02-20,10117
8619,South Dakota,2021-02-21,10357
8620,South Dakota,2021-02-22,10630
8621,South Dakota,2021-02-23,10621
8622,South Dakota,2021-02-24,10978
8623,South Dakota,2021-02-25,11292
8624,South Dakota,2021-02-26,5908
8625,South Dakota,2021-02-27,6206
8626,South Dakota,2021-02-28,6509
8627,South Dakota,2021-03-01,6587
8628,South Dakota,2021-03-02,6478
8629,South Dakota,2021-03-03,6421
8630,South Dakota,2021-03-04,6364
8631,South Dakota,2021-03-05,6404
8632,South Dakota,2021-03-06,6470
8633,South Dakota,2021-03-07,6382
8634,South Dakota,2021-03-08,6314
8635,South Dakota,2021-03-09,6313
8636,South Dakota,2021-03-10,6343
8637,South Dakota,2021-03-11,6400
8638,South Dakota,2021-03-12,6376
8639,South Dakota,2021-03-13,6584
8640,South Dakota,2021-03-14,7158
8641,South Dakota,2021-03-15,7462
8642,South Dakota,2021-03-16,7593
8643,South Dakota,2021-03-17,7561
8644,South Dakota,2021-03-18,7633
8645,South Dakota,2021-03-19,7771
8646,South Dakota,2021-03-20,7684
8647,South Dakota,2021-03-21,7392
8648,South Dakota,2021-03-22,7082
8649,South Dakota,2021-03-23,7016
8650,South Dakota,2021-03-24,7329
8651,South Dakota,2021-03-25,7450
8652,South Dakota,2021-03-26,7666
8653,South Dakota,2021-03-27,8172
8654,South Dakota,2021-03-28,8244
8655,South Dakota,2021-03-29,8567
8656,South Dakota,2021-03-30,8643
8657,South Dakota,2021-03-31,8616
8658,South Dakota,2021-04-01,8563
8659,South Dakota,2021-04-02,8334
8660,South Dakota,2021-04-03,8319
8661,South Dakota,2021-04-04,8200
8662,South Dakota,2021-04-05,7912
8663,South Dakota,2021-04-06,7812
8664,South Dakota,2021-04-07,7690
8665,South Dakota,2021-04-08,7883
8666,South Dakota,2021-04-09,7961
8667,South Dakota,2021-04-10,7761
8668,South Dakota,2021-04-11,7788
8669,South Dakota,2021-04-12,7783
8670,South Dakota,2021-04-13,7829
8671,South Dakota,2021-04-14,7642
8672,South Dakota,2021-04-15,7354
8673,South Dakota,2021-04-16,6960
8674,South Dakota,2021-04-17,6214
8675,South Dakota,2021-04-18,5888
8676,South Dakota,2021-04-19,5851
8677,South Dakota,2021-04-20,5827
8678,South Dakota,2021-04-21,5688
8679,South Dakota,2021-04-22,5552
8680,South Dakota,2021-04-23,5842
8681,South Dakota,2021-04-24,5939
8682,South Dakota,2021-04-25,5888
8683,South Dakota,2021-04-26,5880
8684,South Dakota,2021-04-27,5867
8685,South Dakota,2021-04-28,5902
8686,South Dakota,2021-04-29,5899
8687,South Dakota,2021-04-30,5491
8688,South Dakota,2021-05-01,5923
8689,South Dakota,2021-05-02,4913
8690,South Dakota,2021-05-03,4493
8691,South Dakota,2021-05-04,4712
8692,South Dakota,2021-05-05,4449
8693,South Dakota,2021-05-06,4059
8694,South Dakota,2021-05-07,3614
8695,South Dakota,2021-05-08,2942
8696,South Dakota,2021-05-09,2962
8697,South Dakota,2021-05-10,2956
8698,South Dakota,2021-05-11,3031
8699,South Dakota,2021-05-12,2898
8700,South Dakota,2021-05-13,2726
8701,South Dakota,2021-05-14,2532
8702,South Dakota,2021-05-15,2487
8703,South Dakota,2021-05-16,2483
8704,South Dakota,2021-05-17,2501
8705,South Dakota,2021-05-18,2392
8706,South Dakota,2021-05-19,2442
8707,South Dakota,2021-05-20,2474
8708,South Dakota,2021-05-21,2410
8709,South Dakota,2021-05-22,2226
8710,South Dakota,2021-05-23,2197
8711,South Dakota,2021-05-24,2183
8712,South Dakota,2021-05-25,2132
8713,South Dakota,2021-05-26,2100
8714,South Dakota,2021-05-27,1943
8715,South Dakota,2021-05-28,1929
8716,South Dakota,2021-05-29,1489
8717,South Dakota,2021-05-30,1603
8718,South Dakota,2021-05-31,1592
8719,South Dakota,2021-06-01,1356
8720,South Dakota,2021-06-02,1297
8721,South Dakota,2021-06-03,1237
8722,South Dakota,2021-06-04,1097
8723,South Dakota,2021-06-05,850
8724,South Dakota,2021-06-06,1097
8725,South Dakota,2021-06-07,1200
8726,South Dakota,2021-06-08,1383
8727,South Dakota,2021-06-09,1252
8728,South Dakota,2021-06-10,1508
8729,South Dakota,2021-06-11,1572
8730,South Dakota,2021-06-12,2015
8731,South Dakota,2021-06-13,1898
8732,South Dakota,2021-06-14,1836
8733,South Dakota,2021-06-15,1973
8734,South Dakota,2021-06-16,1966
8735,South Dakota,2021-06-17,1937
8736,South Dakota,2021-06-18,1977
8737,South Dakota,2021-06-19,1521
8738,South Dakota,2021-06-20,1246
8739,South Dakota,2021-06-21,1212
8740,South Dakota,2021-06-22,1370
8741,South Dakota,2021-06-23,1500
8742,South Dakota,2021-06-24,1214
8743,South Dakota,2021-06-25,1143
8744,South Dakota,2021-06-26,1309
8745,Tennessee,2021-01-13,13456
8746,Tennessee,2021-01-14,6728
8747,Tennessee,2021-01-15,17360
8748,Tennessee,2021-01-16,16050
8749,Tennessee,2021-01-17,15264
8750,Tennessee,2021-01-18,14740
8751,Tennessee,2021-01-19,14365
8752,Tennessee,2021-01-20,13403
8753,Tennessee,2021-01-21,15851
8754,Tennessee,2021-01-22,14037
8755,Tennessee,2021-01-23,15528
8756,Tennessee,2021-01-24,17781
8757,Tennessee,2021-01-25,17565
8758,Tennessee,2021-01-26,16589
8759,Tennessee,2021-01-27,18443
8760,Tennessee,2021-01-28,19197
8761,Tennessee,2021-01-29,20618
8762,Tennessee,2021-01-30,21427
8763,Tennessee,2021-01-31,22453
8764,Tennessee,2021-02-01,23609
8765,Tennessee,2021-02-02,23422
8766,Tennessee,2021-02-03,24312
8767,Tennessee,2021-02-04,24885
8768,Tennessee,2021-02-05,24652
8769,Tennessee,2021-02-06,25451
8770,Tennessee,2021-02-07,25973
8771,Tennessee,2021-02-08,25401
8772,Tennessee,2021-02-09,25742
8773,Tennessee,2021-02-10,25981
8774,Tennessee,2021-02-11,26016
8775,Tennessee,2021-02-12,26161
8776,Tennessee,2021-02-13,24927
8777,Tennessee,2021-02-14,25152
8778,Tennessee,2021-02-15,24902
8779,Tennessee,2021-02-16,25844
8780,Tennessee,2021-02-17,22833
8781,Tennessee,2021-02-18,21143
8782,Tennessee,2021-02-19,25995
8783,Tennessee,2021-02-20,24434
8784,Tennessee,2021-02-21,21434
8785,Tennessee,2021-02-22,21542
8786,Tennessee,2021-02-23,20978
8787,Tennessee,2021-02-24,25211
8788,Tennessee,2021-02-25,27973
8789,Tennessee,2021-02-26,24822
8790,Tennessee,2021-02-27,29100
8791,Tennessee,2021-02-28,34609
8792,Tennessee,2021-03-01,37689
8793,Tennessee,2021-03-02,37967
8794,Tennessee,2021-03-03,39929
8795,Tennessee,2021-03-04,40345
8796,Tennessee,2021-03-05,40442
8797,Tennessee,2021-03-06,39889
8798,Tennessee,2021-03-07,39317
8799,Tennessee,2021-03-08,37799
8800,Tennessee,2021-03-09,37434
8801,Tennessee,2021-03-10,36573
8802,Tennessee,2021-03-11,37837
8803,Tennessee,2021-03-12,38803
8804,Tennessee,2021-03-13,40729
8805,Tennessee,2021-03-14,40964
8806,Tennessee,2021-03-15,41875
8807,Tennessee,2021-03-16,41859
8808,Tennessee,2021-03-17,42292
8809,Tennessee,2021-03-18,42438
8810,Tennessee,2021-03-19,40257
8811,Tennessee,2021-03-20,39428
8812,Tennessee,2021-03-21,39601
8813,Tennessee,2021-03-22,39909
8814,Tennessee,2021-03-23,40768
8815,Tennessee,2021-03-24,41431
8816,Tennessee,2021-03-25,42730
8817,Tennessee,2021-03-26,46101
8818,Tennessee,2021-03-27,47993
8819,Tennessee,2021-03-28,49545
8820,Tennessee,2021-03-29,50044
8821,Tennessee,2021-03-30,50043
8822,Tennessee,2021-03-31,51106
8823,Tennessee,2021-04-01,53114
8824,Tennessee,2021-04-02,53294
8825,Tennessee,2021-04-03,55152
8826,Tennessee,2021-04-04,51377
8827,Tennessee,2021-04-05,49554
8828,Tennessee,2021-04-06,48357
8829,Tennessee,2021-04-07,47661
8830,Tennessee,2021-04-08,47562
8831,Tennessee,2021-04-09,47574
8832,Tennessee,2021-04-10,46515
8833,Tennessee,2021-04-11,50008
8834,Tennessee,2021-04-12,51065
8835,Tennessee,2021-04-13,52064
8836,Tennessee,2021-04-14,47404
8837,Tennessee,2021-04-15,46278
8838,Tennessee,2021-04-16,46105
8839,Tennessee,2021-04-17,44570
8840,Tennessee,2021-04-18,43957
8841,Tennessee,2021-04-19,42471
8842,Tennessee,2021-04-20,42620
8843,Tennessee,2021-04-21,46225
8844,Tennessee,2021-04-22,45368
8845,Tennessee,2021-04-23,43777
8846,Tennessee,2021-04-24,43104
8847,Tennessee,2021-04-25,41782
8848,Tennessee,2021-04-26,41905
8849,Tennessee,2021-04-27,41649
8850,Tennessee,2021-04-28,40147
8851,Tennessee,2021-04-29,38419
8852,Tennessee,2021-04-30,36818
8853,Tennessee,2021-05-01,35997
8854,Tennessee,2021-05-02,34286
8855,Tennessee,2021-05-03,33223
8856,Tennessee,2021-05-04,32466
8857,Tennessee,2021-05-05,32179
8858,Tennessee,2021-05-06,33637
8859,Tennessee,2021-05-07,35827
8860,Tennessee,2021-05-08,35911
8861,Tennessee,2021-05-09,35943
8862,Tennessee,2021-05-10,37043
8863,Tennessee,2021-05-11,38492
8864,Tennessee,2021-05-12,37116
8865,Tennessee,2021-05-13,33112
8866,Tennessee,2021-05-14,28933
8867,Tennessee,2021-05-15,29261
8868,Tennessee,2021-05-16,32214
8869,Tennessee,2021-05-17,32140
8870,Tennessee,2021-05-18,30954
8871,Tennessee,2021-05-19,30526
8872,Tennessee,2021-05-20,30639
8873,Tennessee,2021-05-21,30840
8874,Tennessee,2021-05-22,28265
8875,Tennessee,2021-05-23,23033
8876,Tennessee,2021-05-24,21694
8877,Tennessee,2021-05-25,21555
8878,Tennessee,2021-05-26,21103
8879,Tennessee,2021-05-27,19945
8880,Tennessee,2021-05-28,18347
8881,Tennessee,2021-05-29,16521
8882,Tennessee,2021-05-30,15699
8883,Tennessee,2021-05-31,15019
8884,Tennessee,2021-06-01,14970
8885,Tennessee,2021-06-02,12946
8886,Tennessee,2021-06-03,11972
8887,Tennessee,2021-06-04,11563
8888,Tennessee,2021-06-05,11724
8889,Tennessee,2021-06-06,9084
8890,Tennessee,2021-06-07,10006
8891,Tennessee,2021-06-08,10210
8892,Tennessee,2021-06-09,11702
8893,Tennessee,2021-06-10,12750
8894,Tennessee,2021-06-11,10726
8895,Tennessee,2021-06-12,11112
8896,Tennessee,2021-06-13,13839
8897,Tennessee,2021-06-14,18932
8898,Tennessee,2021-06-15,20266
8899,Tennessee,2021-06-16,20626
8900,Tennessee,2021-06-17,20987
8901,Tennessee,2021-06-18,22968
8902,Tennessee,2021-06-19,22187
8903,Tennessee,2021-06-20,21269
8904,Tennessee,2021-06-21,15749
8905,Tennessee,2021-06-22,13903
8906,Tennessee,2021-06-23,12832
8907,Tennessee,2021-06-24,11355
8908,Tennessee,2021-06-25,11137
8909,Tennessee,2021-06-26,10855
8910,Texas,2021-01-13,66581
8911,Texas,2021-01-14,66082
8912,Texas,2021-01-15,82927
8913,Texas,2021-01-16,77429
8914,Texas,2021-01-17,74131
8915,Texas,2021-01-18,71932
8916,Texas,2021-01-19,70361
8917,Texas,2021-01-20,70529
8918,Texas,2021-01-21,71561
8919,Texas,2021-01-22,69220
8920,Texas,2021-01-23,72384
8921,Texas,2021-01-24,68740
8922,Texas,2021-01-25,65851
8923,Texas,2021-01-26,73415
8924,Texas,2021-01-27,71804
8925,Texas,2021-01-28,80351
8926,Texas,2021-01-29,82155
8927,Texas,2021-01-30,87541
8928,Texas,2021-01-31,92226
8929,Texas,2021-02-01,98889
8930,Texas,2021-02-02,82619
8931,Texas,2021-02-03,96932
8932,Texas,2021-02-04,99765
8933,Texas,2021-02-05,101557
8934,Texas,2021-02-06,109611
8935,Texas,2021-02-07,119680
8936,Texas,2021-02-08,117976
8937,Texas,2021-02-09,134278
8938,Texas,2021-02-10,130817
8939,Texas,2021-02-11,129014
8940,Texas,2021-02-12,134688
8941,Texas,2021-02-13,128579
8942,Texas,2021-02-14,126730
8943,Texas,2021-02-15,124715
8944,Texas,2021-02-16,117172
8945,Texas,2021-02-17,106240
8946,Texas,2021-02-18,89324
8947,Texas,2021-02-19,95577
8948,Texas,2021-02-20,86673
8949,Texas,2021-02-21,77160
8950,Texas,2021-02-22,73731
8951,Texas,2021-02-23,77700
8952,Texas,2021-02-24,87380
8953,Texas,2021-02-25,110504
8954,Texas,2021-02-26,104351
8955,Texas,2021-02-27,111466
8956,Texas,2021-02-28,127535
8957,Texas,2021-03-01,123045
8958,Texas,2021-03-02,165192
8959,Texas,2021-03-03,181084
8960,Texas,2021-03-04,181691
8961,Texas,2021-03-05,188300
8962,Texas,2021-03-06,204902
8963,Texas,2021-03-07,195936
8964,Texas,2021-03-08,214144
8965,Texas,2021-03-09,191891
8966,Texas,2021-03-10,191158
8967,Texas,2021-03-11,193081
8968,Texas,2021-03-12,202045
8969,Texas,2021-03-13,204566
8970,Texas,2021-03-14,211968
8971,Texas,2021-03-15,210881
8972,Texas,2021-03-16,194431
8973,Texas,2021-03-17,188675
8974,Texas,2021-03-18,189196
8975,Texas,2021-03-19,175980
8976,Texas,2021-03-20,166754
8977,Texas,2021-03-21,169989
8978,Texas,2021-03-22,169542
8979,Texas,2021-03-23,169185
8980,Texas,2021-03-24,141602
8981,Texas,2021-03-25,154083
8982,Texas,2021-03-26,169081
8983,Texas,2021-03-27,181735
8984,Texas,2021-03-28,190014
8985,Texas,2021-03-29,199393
8986,Texas,2021-03-30,216020
8987,Texas,2021-03-31,251786
8988,Texas,2021-04-01,259622
8989,Texas,2021-04-02,271028
8990,Texas,2021-04-03,266353
8991,Texas,2021-04-04,266611
8992,Texas,2021-04-05,276433
8993,Texas,2021-04-06,277198
8994,Texas,2021-04-07,275615
8995,Texas,2021-04-08,267858
8996,Texas,2021-04-09,271656
8997,Texas,2021-04-10,302975
8998,Texas,2021-04-11,307347
8999,Texas,2021-04-12,298070
9000,Texas,2021-04-13,292239
9001,Texas,2021-04-14,296675
9002,Texas,2021-04-15,295997
9003,Texas,2021-04-16,278320
9004,Texas,2021-04-17,247603
9005,Texas,2021-04-18,225630
9006,Texas,2021-04-19,227626
9007,Texas,2021-04-20,218188
9008,Texas,2021-04-21,207936
9009,Texas,2021-04-22,201380
9010,Texas,2021-04-23,196535
9011,Texas,2021-04-24,194714
9012,Texas,2021-04-25,205715
9013,Texas,2021-04-26,192661
9014,Texas,2021-04-27,192552
9015,Texas,2021-04-28,189987
9016,Texas,2021-04-29,187797
9017,Texas,2021-04-30,191712
9018,Texas,2021-05-01,186869
9019,Texas,2021-05-02,175147
9020,Texas,2021-05-03,168987
9021,Texas,2021-05-04,161661
9022,Texas,2021-05-05,160608
9023,Texas,2021-05-06,152584
9024,Texas,2021-05-07,142723
9025,Texas,2021-05-08,138610
9026,Texas,2021-05-09,144310
9027,Texas,2021-05-10,146842
9028,Texas,2021-05-11,150489
9029,Texas,2021-05-12,144775
9030,Texas,2021-05-13,140172
9031,Texas,2021-05-14,133044
9032,Texas,2021-05-15,131576
9033,Texas,2021-05-16,137786
9034,Texas,2021-05-17,147204
9035,Texas,2021-05-18,146758
9036,Texas,2021-05-19,150381
9037,Texas,2021-05-20,149682
9038,Texas,2021-05-21,158632
9039,Texas,2021-05-22,151375
9040,Texas,2021-05-23,142243
9041,Texas,2021-05-24,132170
9042,Texas,2021-05-25,132753
9043,Texas,2021-05-26,128620
9044,Texas,2021-05-27,124874
9045,Texas,2021-05-28,114175
9046,Texas,2021-05-29,115242
9047,Texas,2021-05-30,109521
9048,Texas,2021-05-31,104589
9049,Texas,2021-06-01,97462
9050,Texas,2021-06-02,87011
9051,Texas,2021-06-03,83592
9052,Texas,2021-06-04,81128
9053,Texas,2021-06-05,76447
9054,Texas,2021-06-06,79936
9055,Texas,2021-06-07,82621
9056,Texas,2021-06-08,85321
9057,Texas,2021-06-09,91176
9058,Texas,2021-06-10,95512
9059,Texas,2021-06-11,95270
9060,Texas,2021-06-12,106333
9061,Texas,2021-06-13,99444
9062,Texas,2021-06-14,97452
9063,Texas,2021-06-15,103989
9064,Texas,2021-06-16,117855
9065,Texas,2021-06-17,126916
9066,Texas,2021-06-18,125360
9067,Texas,2021-06-19,111804
9068,Texas,2021-06-20,114693
9069,Texas,2021-06-21,113832
9070,Texas,2021-06-22,104012
9071,Texas,2021-06-23,84263
9072,Texas,2021-06-24,68558
9073,Texas,2021-06-25,64434
9074,Texas,2021-06-26,69267
9263,Utah,2021-01-13,8811
9264,Utah,2021-01-14,10080
9265,Utah,2021-01-15,10995
9266,Utah,2021-01-16,10433
9267,Utah,2021-01-17,10096
9268,Utah,2021-01-18,9872
9269,Utah,2021-01-19,9711
9270,Utah,2021-01-20,11108
9271,Utah,2021-01-21,10599
9272,Utah,2021-01-22,10646
9273,Utah,2021-01-23,9396
9274,Utah,2021-01-24,8146
9275,Utah,2021-01-25,10650
9276,Utah,2021-01-26,9602
9277,Utah,2021-01-27,8288
9278,Utah,2021-01-28,7176
9279,Utah,2021-01-29,9771
9280,Utah,2021-01-30,11967
9281,Utah,2021-01-31,11967
9282,Utah,2021-02-01,13432
9283,Utah,2021-02-02,13460
9284,Utah,2021-02-03,12118
9285,Utah,2021-02-04,16237
9286,Utah,2021-02-05,15053
9287,Utah,2021-02-06,16255
9288,Utah,2021-02-07,16255
9289,Utah,2021-02-08,26228
9290,Utah,2021-02-09,26519
9291,Utah,2021-02-10,26519
9292,Utah,2021-02-11,22400
9293,Utah,2021-02-12,19110
9294,Utah,2021-02-13,15712
9295,Utah,2021-02-14,15712
9296,Utah,2021-02-15,2117
9297,Utah,2021-02-16,3195
9298,Utah,2021-02-17,3195
9299,Utah,2021-02-18,5925
9300,Utah,2021-02-19,10626
9301,Utah,2021-02-20,14258
9302,Utah,2021-02-21,14330
9303,Utah,2021-02-22,12775
9304,Utah,2021-02-23,11202
9305,Utah,2021-02-24,13791
9306,Utah,2021-02-25,15753
9307,Utah,2021-02-26,11132
9308,Utah,2021-02-27,11115
9309,Utah,2021-02-28,11132
9310,Utah,2021-03-01,11090
9311,Utah,2021-03-02,15893
9312,Utah,2021-03-03,16677
9313,Utah,2021-03-04,12054
9314,Utah,2021-03-05,19168
9315,Utah,2021-03-06,20651
9316,Utah,2021-03-07,20666
9317,Utah,2021-03-08,20744
9318,Utah,2021-03-09,22533
9319,Utah,2021-03-10,22455
9320,Utah,2021-03-11,22481
9321,Utah,2021-03-12,21233
9322,Utah,2021-03-13,20756
9323,Utah,2021-03-14,24904
9324,Utah,2021-03-15,24981
9325,Utah,2021-03-16,21514
9326,Utah,2021-03-17,21321
9327,Utah,2021-03-18,23713
9328,Utah,2021-03-19,17836
9329,Utah,2021-03-20,13321
9330,Utah,2021-03-21,18551
9331,Utah,2021-03-22,18418
9332,Utah,2021-03-23,17887
9333,Utah,2021-03-24,18045
9334,Utah,2021-03-25,20569
9335,Utah,2021-03-26,20557
9336,Utah,2021-03-27,29228
9337,Utah,2021-03-28,19825
9338,Utah,2021-03-29,19812
9339,Utah,2021-03-30,24488
9340,Utah,2021-03-31,21261
9341,Utah,2021-04-01,23888
9342,Utah,2021-04-02,23873
9343,Utah,2021-04-03,27210
9344,Utah,2021-04-04,27210
9345,Utah,2021-04-05,31799
9346,Utah,2021-04-06,27333
9347,Utah,2021-04-07,30872
9348,Utah,2021-04-08,27485
9349,Utah,2021-04-09,33365
9350,Utah,2021-04-10,28023
9351,Utah,2021-04-11,28016
9352,Utah,2021-04-12,23532
9353,Utah,2021-04-13,29635
9354,Utah,2021-04-14,30312
9355,Utah,2021-04-15,30139
9356,Utah,2021-04-16,28867
9357,Utah,2021-04-17,29835
9358,Utah,2021-04-18,29790
9359,Utah,2021-04-19,36389
9360,Utah,2021-04-20,27457
9361,Utah,2021-04-21,25933
9362,Utah,2021-04-22,26634
9363,Utah,2021-04-23,26964
9364,Utah,2021-04-24,23473
9365,Utah,2021-04-25,23489
9366,Utah,2021-04-26,16779
9367,Utah,2021-04-27,21504
9368,Utah,2021-04-28,22257
9369,Utah,2021-04-29,20761
9370,Utah,2021-04-30,15806
9371,Utah,2021-05-01,18899
9372,Utah,2021-05-02,18893
9373,Utah,2021-05-03,18900
9374,Utah,2021-05-04,18893
9375,Utah,2021-05-05,18897
9376,Utah,2021-05-06,18155
9377,Utah,2021-05-07,18144
9378,Utah,2021-05-08,13677
9379,Utah,2021-05-09,13669
9380,Utah,2021-05-10,13680
9381,Utah,2021-05-11,20144
9382,Utah,2021-05-12,16688
9383,Utah,2021-05-13,17759
9384,Utah,2021-05-14,19968
9385,Utah,2021-05-15,17122
9386,Utah,2021-05-16,17127
9387,Utah,2021-05-17,17115
9388,Utah,2021-05-18,14116
9389,Utah,2021-05-19,15893
9390,Utah,2021-05-20,15186
9391,Utah,2021-05-21,15407
9392,Utah,2021-05-22,18713
9393,Utah,2021-05-23,18704
9394,Utah,2021-05-24,18697
9395,Utah,2021-05-25,14815
9396,Utah,2021-05-26,15491
9397,Utah,2021-05-27,12598
9398,Utah,2021-05-28,10213
9399,Utah,2021-05-29,6901
9400,Utah,2021-05-30,6895
9401,Utah,2021-05-31,8797
9402,Utah,2021-06-01,6402
9403,Utah,2021-06-02,3923
9404,Utah,2021-06-03,4191
9405,Utah,2021-06-04,4141
9406,Utah,2021-06-05,7964
